"Participant","block","trial","stim","stimgroup","RT","Acuracy","stimposition","maskside","response","Correct_numeric","Acuracy_fixed_mean","filter_.","ZRT","Outlire","AlertEffect_first","OrientingEffect_first","ConflictEffect_first","GrandMeanEffect_first","ANT_Accuracy_first","Dominant_Eye_first","Right_Eye_Acuity_first","Left_Eye_Acuity_first","Age_first","Gender1male2female_first","Face_orientation","fo1","fo2","trial.r","pred","logRT"
4,2,42,"folder/matchedM017SR.png",6,1.86135116,1,4,1,4,1,0.9375,"Selected",-0.77758196,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,41,3.62395749602014,0.621302654109996
4,2,43,"folder/matchedM021.png  ",1,1.724006975,1,2,2,2,1,0.9375,"Selected",-0.85709583,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,42,2.44507548394022,0.544651218056983
4,2,44,"folder/matchedM002.png  ",1,1.383444947,1,2,2,2,1,0.9375,"Selected",-1.054260382,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,43,2.44507548394022,0.324576726897985
4,2,46,"folder/matchedM067.png  ",1,4.631445599,1,3,2,3,1,0.9375,"Selected",0.826133036,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,45,2.44507548394022,1.53286904377229
4,2,48,"folder/matchedM021SL.png",5,7.15316427,1,4,2,4,1,0.9375,"Selected",2.286053676,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,47,3.62395749602014,1.96755481405198
4,2,49,"folder/matchedM024.png  ",1,2.611757238,1,2,2,2,1,0.9375,"Selected",-0.343142807,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,48,2.44507548394022,0.960023266053551
4,2,50,"folder/matchedM049.png  ",1,2.525350465,1,4,2,4,1,0.9375,"Selected",-0.393167036,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,49,2.44507548394022,0.926379851115571
4,2,54,"folder/matchedM006SL.png",5,2.479532831,1,1,2,1,1,0.9375,"Selected",-0.419692639,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,53,3.62395749602014,0.908070167835394
4,2,56,"folder/matchedM024SR.png",6,3.941568809,1,4,1,4,1,0.9375,"Selected",0.426736634,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,55,3.62395749602014,1.37157881893236
4,2,57,"folder/matchedM049SL.png",6,2.40505812,1,4,1,4,1,0.9375,"Selected",-0.462808935,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,56,3.62395749602014,0.87757406958589
4,2,60,"folder/matchedM001SR.png",6,2.815202014,1,2,1,2,1,0.9375,"Selected",-0.225360744,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,59,3.62395749602014,1.03503402242709
4,2,61,"folder/matchedM008.png  ",1,1.98479913,1,1,2,1,1,0.9375,"Selected",-0.706113147,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,60,2.44507548394022,0.68551771506404
4,2,62,"folder/matchedM001.png  ",1,1.433508543,1,2,2,2,1,0.9375,"Selected",-1.025276627,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,61,2.44507548394022,0.360124965863118
4,2,64,"folder/matchedM067SR.png",6,5.662085222,1,2,1,2,1,0.9375,"Selected",1.422810245,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,63,3.62395749602014,1.73379223814832
4,2,66,"folder/matchedM008.png  ",2,3.609629464,1,3,1,3,1,0.9375,"Selected",0.234564086,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,65,2.44507548394022,1.28360512552554
4,2,67,"folder/matchedM020.png  ",2,1.052366317,1,2,1,2,1,0.9375,"Selected",-1.245934628,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,66,2.44507548394022,0.051041263780505
4,2,70,"folder/matchedM001.png  ",2,1.860771653,1,1,1,1,1,0.9375,"Selected",-0.777917459,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,69,2.44507548394022,0.620991268895807
4,2,71,"folder/matchedM072SL.png",6,2.174047184,1,3,1,3,1,0.9375,"Selected",-0.596550116,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,70,3.62395749602014,0.776590492235343
4,2,72,"folder/matchedM067.png  ",2,1.112108033,1,2,1,2,1,0.9375,"Selected",-1.211347835,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,71,2.44507548394022,0.10625734308786
4,2,73,"folder/matchedM008SR.png",5,2.621532886,1,3,2,3,1,0.9375,"Selected",-0.337483306,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,72,3.62395749602014,0.963759217678068
4,2,75,"folder/matchedM002SL.png",5,3.103221741,1,1,2,1,1,0.9375,"Selected",-0.058614965,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,74,3.62395749602014,1.13244084311289
4,2,77,"folder/matchedM049SL.png",5,5.442791713,1,3,2,3,1,0.9375,"Selected",1.295852736,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,76,3.62395749602014,1.69429211177149
4,2,78,"folder/matchedM024SR.png",5,2.971816483,1,2,2,2,1,0.9375,"Selected",-0.13469056,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,77,3.62395749602014,1.08917337629488
4,2,82,"folder/matchedM019.png  ",1,1.402514321,1,2,2,2,1,0.9375,"Selected",-1.043220383,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,81,2.44507548394022,0.338266569414275
4,2,84,"folder/matchedM072.png  ",2,1.290712446,1,1,1,1,1,0.9375,"Selected",-1.10794682,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,83,2.44507548394022,0.255194349641986
4,2,87,"folder/matchedM016.png  ",1,2.353022113,1,3,2,3,1,0.9375,"Selected",-0.492934596,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,86,2.44507548394022,0.855700507491122
4,2,88,"folder/matchedM067SR.png",5,5.413129964,1,3,2,3,1,0.9375,"Selected",1.2786804,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,87,3.62395749602014,1.68882747713312
4,2,89,"folder/matchedM003.png  ",1,1.551110325,1,2,2,2,1,0.9375,"Selected",-0.957192399,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,88,2.44507548394022,0.438971013192721
4,2,91,"folder/matchedM006SL.png",6,2.203721197,1,3,1,3,1,0.9375,"Selected",-0.57937068,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,90,3.62395749602014,0.790147384650202
4,2,93,"folder/matchedM049.png  ",2,2.332995061,1,4,1,4,1,0.9375,"Selected",-0.504529032,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,92,2.44507548394022,0.847152876020335
4,2,94,"folder/matchedM005SR.png",6,1.383708543,1,2,1,2,1,0.9375,"Selected",-1.054107777,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,93,3.62395749602014,0.324767244700304
4,2,95,"folder/matchedM002.png  ",2,1.76467824,1,4,1,4,1,0.9375,"Selected",-0.833549659,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,94,2.44507548394022,0.567968373483258
4,2,96,"folder/matchedM003SR.png",5,2.512548497,1,1,2,1,1,0.9375,"Selected",-0.400578591,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,95,3.62395749602014,0.921297575487465
4,1,1,"folder/matchedM019.png  ",1,2.582543402,1,1,2,1,1,0.9375,"Selected",-0.360055829,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,0,2.44507548394022,0.948774728065981
4,1,2,"folder/matchedM072.png  ",2,2.464609818,1,4,1,4,1,0.9375,"Selected",-0.42833215,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,1,2.44507548394022,0.902033506121839
4,1,4,"folder/matchedM021SL.png",6,3.774710309,1,1,1,1,1,0.9375,"Selected",0.330135783,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,3,3.62395749602014,1.32832364041863
4,1,5,"folder/matchedM002SL.png",5,3.587784767,1,3,2,3,1,0.9375,"Selected",0.221917345,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,4,3.62395749602014,1.27753495549648
4,1,6,"folder/matchedM020.png  ",2,1.577105372,1,1,1,1,1,0.9375,"Selected",-0.942142859,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,5,2.44507548394022,0.455591123757555
4,1,7,"folder/matchedM067SR.png",6,5.365969553,1,3,1,3,1,0.9375,"Selected",1.251377411,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,6,3.62395749602014,1.68007707792845
4,1,8,"folder/matchedM005.png  ",2,1.384519217,1,3,1,3,1,0.9375,"Selected",-1.053638446,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,7,2.44507548394022,0.325352943633671
4,1,11,"folder/matchedM067.png  ",1,1.413352048,1,2,2,2,1,0.9375,"Selected",-1.036946003,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,10,2.44507548394022,0.345964221997523
4,1,12,"folder/matchedM016.png  ",1,2.525496949,1,2,2,2,1,0.9375,"Selected",-0.393082231,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,11,2.44507548394022,0.926437854847632
4,1,13,"folder/matchedM020SR.png",5,5.385502778,1,1,2,1,1,0.9375,"Selected",1.262685952,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,12,3.62395749602014,1.6837106726381
4,1,15,"folder/matchedM002.png  ",2,1.854861996,1,4,1,4,1,0.9375,"Selected",-0.781338788,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,14,2.44507548394022,0.617810297604571
4,1,17,"folder/matchedM016.png  ",2,2.016298942,1,4,1,4,1,0.9375,"Selected",-0.687876685,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,16,2.44507548394022,0.701263623938252
4,1,18,"folder/matchedM004.png  ",2,3.402653469,1,3,1,3,1,0.9375,"Selected",0.114737663,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,17,2.44507548394022,1.22455555930219
4,1,19,"folder/matchedM017.png  ",2,1.594212682,1,4,1,4,1,0.9375,"Selected",-0.932238775,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,18,2.44507548394022,0.466379998067235
4,1,20,"folder/matchedM020.png  ",1,1.815571311,1,3,2,3,1,0.9375,"Selected",-0.804085688,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,19,2.44507548394022,0.596400190087359
4,1,21,"folder/matchedM017SR.png",6,3.984876691,1,2,1,2,1,0.9375,"Selected",0.451809244,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,20,3.62395749602014,1.3825063684761
4,1,22,"folder/matchedM020SR.png",6,4.606750565,1,4,1,4,1,0.9375,"Selected",0.811836124,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,21,3.62395749602014,1.52752274187894
4,1,26,"folder/matchedM067SR.png",5,2.344485614,1,2,2,2,1,0.9375,"Selected",-0.497876705,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,25,3.62395749602014,0.852066023465552
4,1,28,"folder/matchedM049.png  ",2,1.083577323,1,1,1,1,1,0.9375,"Selected",-1.227865368,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,27,2.44507548394022,0.0802679035458118
4,1,29,"folder/matchedM006.png  ",2,2.16409962,1,3,1,3,1,0.9375,"Selected",-0.602309147,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,28,2.44507548394022,0.772004395044799
4,1,30,"folder/matchedM072SL.png",6,5.062010775,1,4,1,4,1,0.9375,"Selected",1.075403898,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,29,3.62395749602014,1.62176379072596
4,1,32,"folder/matchedM002SL.png",6,5.032693992,1,3,1,3,1,0.9375,"Selected",1.058431277,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,31,3.62395749602014,1.61595542562791
4,1,35,"folder/matchedM024SR.png",6,7.549522458,1,2,1,2,1,0.9375,"Selected",2.515520788,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,34,3.62395749602014,2.0214843106645
4,1,38,"folder/matchedM067.png  ",2,1.166065376,1,3,1,3,1,0.9375,"Selected",-1.180109838,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,37,2.44507548394022,0.153635154967149
4,1,40,"folder/matchedM001.png  ",2,2.70364358,1,3,1,3,1,0.9375,"Selected",-0.289946244,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,39,2.44507548394022,0.994600337362558
4,1,43,"folder/matchedM021.png  ",2,2.762250649,1,1,1,1,1,0.9375,"Selected",-0.256016341,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,42,2.44507548394022,1.01604579996451
4,1,45,"folder/matchedM001.png  ",1,2.272967096,1,4,2,4,1,0.9375,"Selected",-0.539281546,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,44,2.44507548394022,0.82108606874275
4,1,46,"folder/matchedM049SL.png",6,4.255438592,1,2,1,2,1,0.9375,"Selected",0.608448011,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,45,3.62395749602014,1.44819783356405
4,1,48,"folder/matchedM016SL.png",6,1.947690974,1,2,1,2,1,0.9375,"Selected",-0.727596496,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,47,3.62395749602014,0.66664455505907
4,1,49,"folder/matchedM049SL.png",5,4.802411167,1,2,2,2,1,0.9375,"Selected",0.925111627,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,48,3.62395749602014,1.56911811824848
4,1,52,"folder/matchedM005.png  ",1,2.641108531,1,4,2,4,1,0.9375,"Selected",-0.326150206,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,51,2.44507548394022,0.971198727131746
4,1,54,"folder/matchedM003SR.png",6,3.702887981,1,3,1,3,1,0.9375,"Selected",0.288555055,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,53,3.62395749602014,1.30911305059624
4,1,56,"folder/matchedM024SR.png",5,3.713431041,1,3,2,3,1,0.9375,"Selected",0.29465884,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,55,3.62395749602014,1.31195625814195
4,1,58,"folder/matchedM008.png  ",2,1.305423844,1,2,1,2,1,0.9375,"Selected",-1.099429822,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,57,2.44507548394022,0.266527772717861
4,1,61,"folder/matchedM002.png  ",1,2.282431821,1,1,2,1,1,0.9375,"Selected",-0.53380205,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,60,2.44507548394022,0.825241462723225
4,1,62,"folder/matchedM003.png  ",2,1.22670602,1,2,1,2,1,0.9375,"Selected",-1.14500262,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,61,2.44507548394022,0.204332544519868
4,1,64,"folder/matchedM008SR.png",6,3.4526991,1,4,1,4,1,0.9375,"Selected",0.143711018,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,63,3.62395749602014,1.23915627299482
4,1,65,"folder/matchedM024.png  ",2,1.922097154,1,4,1,4,1,0.9375,"Selected",-0.74241375,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,64,2.44507548394022,0.653416857657671
4,1,66,"folder/matchedM004SL.png",5,3.200249531,1,1,2,1,1,0.9375,"Selected",-0.002441818,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,65,3.62395749602014,1.16322878520302
4,1,67,"folder/matchedM019.png  ",2,2.587668376,1,4,1,4,1,0.9375,"Selected",-0.357088783,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,66,2.44507548394022,0.950757229324583
4,1,68,"folder/matchedM072.png  ",1,5.603800591,1,4,2,4,1,0.9375,"Selected",1.389067014,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,67,2.44507548394022,1.72344504450833
4,1,70,"folder/matchedM006SL.png",5,1.590162162,1,2,2,2,1,0.9375,"Selected",-0.934583777,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,69,3.62395749602014,0.463835999710894
4,1,72,"folder/matchedM005SR.png",6,3.389203734,1,2,1,2,1,0.9375,"Selected",0.106951091,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,71,3.62395749602014,1.22059500707649
4,1,74,"folder/matchedM008SR.png",5,3.202714205,1,1,2,1,1,0.9375,"Selected",-0.001014923,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,73,3.62395749602014,1.16399863935911
4,1,75,"folder/matchedM072SL.png",5,5.182249301,1,1,2,1,1,0.9375,"Selected",1.145014639,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,74,3.62395749602014,1.64523919001398
4,1,77,"folder/matchedM004.png  ",1,6.461940502,1,3,2,3,1,0.9375,"Selected",1.885877456,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,76,2.44507548394022,1.86592965999378
4,1,78,"folder/matchedM019SL.png",6,6.300132198,1,4,1,4,1,0.9375,"Selected",1.79220036,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,77,3.62395749602014,1.84057061698685
4,1,82,"folder/matchedM021SL.png",5,5.392935582,1,1,2,1,1,0.9375,"Selected",1.26698909,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,81,3.62395749602014,1.68508987154057
4,1,83,"folder/matchedM008.png  ",1,4.904485715,1,2,2,2,1,0.9375,"Selected",0.984206538,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,82,2.44507548394022,1.59015023838673
4,1,84,"folder/matchedM003.png  ",1,3.181138367,1,3,2,3,1,0.9375,"Selected",-0.013506011,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,83,2.44507548394022,1.15723910977762
4,1,85,"folder/matchedM006.png  ",1,3.515922124,1,1,2,1,1,0.9375,"Selected",0.180313276,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,84,2.44507548394022,1.25730183054465
4,1,86,"folder/matchedM017SR.png",5,4.267046779,1,3,2,3,1,0.9375,"Selected",0.615168441,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,85,3.62395749602014,1.45092196711741
4,1,87,"folder/matchedM024.png  ",1,1.313058872,1,3,2,3,1,0.9375,"Selected",-1.095009608,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,86,2.44507548394022,0.272359432091561
4,1,88,"folder/matchedM004SL.png",6,4.542278805,1,3,1,3,1,0.9375,"Selected",0.774510924,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,87,3.62395749602014,1.51342882555111
4,1,90,"folder/matchedM003SR.png",5,1.831700049,1,2,2,2,1,0.9375,"Selected",-0.794748137,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,89,3.62395749602014,0.605244524135139
4,1,91,"folder/matchedM017.png  ",1,1.802363736,1,4,2,4,1,0.9375,"Selected",-0.811732065,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,90,2.44507548394022,0.589098990093278
4,1,92,"folder/matchedM005SR.png",5,3.823673962,1,4,2,4,1,0.9375,"Selected",0.358482739,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,91,3.62395749602014,1.34121173057097
4,1,95,"folder/matchedM016SL.png",5,2.250995776,1,2,2,2,1,0.9375,"Selected",-0.552001595,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,94,3.62395749602014,0.811372685423501
4,1,96,"folder/matchedM021.png  ",1,3.142512851,1,4,2,4,1,0.9375,"Selected",-0.035867819,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,95,2.44507548394022,1.14502275089316
5,2,1,"folder/matchedM003.png  ",1,1.631314048,1,2,2,2,1,0.979166667,"Selected",-0.083611629,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,0,1.41498085678887,0.489385854459852
5,2,4,"folder/matchedM006SL.png",5,1.148542524,1,4,2,4,1,0.979166667,"Selected",-0.528419636,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,3,1.75091185780348,0.138493768147259
5,2,5,"folder/matchedM049.png  ",1,1.549592806,1,1,2,1,1,0.979166667,"Selected",-0.158906589,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,4,1.41498085678887,0.437992190611489
5,2,7,"folder/matchedM004SL.png",5,1.708977052,1,3,2,3,1,0.979166667,"Selected",-0.01205578,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,6,1.75091185780348,0.535894976307783
5,2,9,"folder/matchedM019.png  ",1,0.747772055,1,3,2,3,1,0.979166667,"Selected",-0.897674874,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,8,1.41498085678887,-0.29065708675493
5,2,10,"folder/matchedM001.png  ",2,1.348288371,1,3,1,3,1,0.979166667,"Selected",-0.344381125,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,9,1.41498085678887,0.298835914685593
5,2,11,"folder/matchedM003SR.png",5,1.197028173,1,1,2,1,1,0.979166667,"Selected",-0.483746735,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,10,1.75091185780348,0.179841962639713
5,2,14,"folder/matchedM004SL.png",6,1.196652424,1,2,1,2,1,0.979166667,"Selected",-0.484092936,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,13,1.75091185780348,0.179528011811388
5,2,15,"folder/matchedM008.png  ",1,0.846245534,1,2,2,2,1,0.979166667,"Selected",-0.806945015,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,14,1.41498085678887,-0.166945732169873
5,2,16,"folder/matchedM002.png  ",2,1.475031814,1,4,1,4,1,0.979166667,"Selected",-0.227604358,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,15,1.41498085678887,0.388679558372739
5,2,17,"folder/matchedM072SL.png",6,1.195514465,1,2,1,2,1,0.979166667,"Selected",-0.485141409,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,16,1.75091185780348,0.178576607382985
5,2,21,"folder/matchedM019SL.png",5,0.803278729,1,3,2,3,1,0.979166667,"Selected",-0.846533057,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,20,1.75091185780348,-0.219053515674931
5,2,22,"folder/matchedM016SL.png",5,1.256171847,1,2,2,2,1,0.979166667,"Selected",-0.429253918,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,21,1.75091185780348,0.228068879546759
5,2,23,"folder/matchedM072SL.png",5,0.988012933,1,4,2,4,1,0.979166667,"Selected",-0.676325725,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,22,1.75091185780348,-0.0120594912389719
5,2,26,"folder/matchedM017.png  ",2,0.956260645,1,3,1,3,1,0.979166667,"Selected",-0.70558112,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,25,1.41498085678887,-0.0447247618772082
5,2,27,"folder/matchedM021SL.png",5,1.773945947,1,4,2,4,1,0.979166667,"Selected",0.047804182,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,26,1.75091185780348,0.573206413862866
5,2,28,"folder/matchedM008.png  ",2,1.251000715,1,4,1,4,1,0.979166667,"Selected",-0.43401841,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,27,1.41498085678887,0.223943803027377
5,2,29,"folder/matchedM016SL.png",6,1.436597382,1,1,1,1,1,0.979166667,"Selected",-0.263016436,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,28,1.75091185780348,0.362277388298558
5,2,30,"folder/matchedM072.png  ",2,0.966585364,1,1,1,1,1,0.979166667,"Selected",-0.696068302,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,29,1.41498085678887,-0.0339856614197033
5,2,31,"folder/matchedM006SL.png",6,1.325884525,1,1,1,1,1,0.979166667,"Selected",-0.365023209,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,30,1.75091185780348,0.28207980275283
5,2,32,"folder/matchedM001SR.png",6,1.467750862,1,4,1,4,1,0.979166667,"Selected",-0.23431276,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,31,1.75091185780348,0.383731203255462
5,2,35,"folder/matchedM005SR.png",6,1.096176267,1,3,1,3,1,0.979166667,"Selected",-0.576667988,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,34,1.75091185780348,0.0918280031492035
5,2,36,"folder/matchedM003SR.png",6,2.216967877,1,2,1,2,1,0.979166667,"Selected",0.455988368,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,35,1.75091185780348,0.796140441129112
5,2,38,"folder/matchedM067SR.png",6,1.178832123,1,3,1,3,1,0.979166667,"Selected",-0.500511909,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,37,1.75091185780348,0.164524222103936
5,2,39,"folder/matchedM067.png  ",1,1.31509744,1,2,2,2,1,0.979166667,"Selected",-0.374962034,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,38,1.41498085678887,0.273910761743859
5,2,40,"folder/matchedM020SR.png",6,1.105636898,1,4,1,4,1,0.979166667,"Selected",-0.567951309,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,39,1.75091185780348,0.100421547208097
5,2,43,"folder/matchedM006.png  ",2,1.742565135,1,2,1,2,1,0.979166667,"Selected",0.01889105,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,42,1.41498085678887,0.55535824315478
5,2,44,"folder/matchedM021.png  ",2,1.78543835,1,3,1,3,1,0.979166667,"Selected",0.058392861,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,43,1.41498085678887,0.579663959312879
5,2,45,"folder/matchedM019.png  ",2,1.793739306,1,3,1,3,1,0.979166667,"Selected",0.066041058,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,44,1.41498085678887,0.584302438696176
5,2,46,"folder/matchedM005.png  ",1,2.406557,1,4,2,4,1,0.979166667,"Selected",0.630668846,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,45,1.41498085678887,0.878197095331342
5,2,47,"folder/matchedM002SL.png",5,1.746418896,1,2,2,2,1,0.979166667,"Selected",0.022441765,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,46,1.75091185780348,0.557567346167577
5,2,48,"folder/matchedM024SR.png",5,1.23573644,1,3,2,3,1,0.979166667,"Selected",-0.448082354,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,47,1.75091185780348,0.211667100051464
5,2,49,"folder/matchedM004.png  ",2,2.005213104,1,2,1,2,1,0.979166667,"Selected",0.260885273,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,48,1.41498085678887,0.695750341394835
5,2,50,"folder/matchedM024SR.png",6,1.896565288,1,4,1,4,1,0.979166667,"Selected",0.160781153,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,49,1.75091185780348,0.640044507074968
5,2,51,"folder/matchedM003.png  ",2,1.215483033,1,1,1,1,1,0.979166667,"Selected",-0.466743102,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,50,1.41498085678887,0.19514155581195
