"ID","pracword","valence","word","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_3.keys","key_resp_3.rt","key_resp_4.keys","key_resp_4.rt","response.keys","response.corr","response.rt","date","frameRate","expName","session","participant","trial40","trial40c","rt","logrt","id","valenceE","rtms","rt.z"
202,NA,"positive","idealistic",NA,NA,NA,NA,0,34,34,3,NA,NA,NA,NA,"up",0,0.758482933,"2016_Sep_30_1140",59.97534811,"heterogeneity160929b",1,202,35,0.375,0.758482933,6.63132029754664,202,0.5,758.482933,-0.664410099287445
202,NA,"positive","brilliant",NA,NA,NA,NA,0,35,35,12,NA,NA,NA,NA,"up",0,0.575559855,"2016_Sep_30_1140",59.97534811,"heterogeneity160929b",1,202,36,0.4,0.575559855,6.35534322796663,202,0.5,575.559855,-1.17815308584353
202,NA,"negative","cynical",NA,NA,NA,NA,0,36,36,37,NA,NA,NA,NA,"up",0,0.393021107,"2016_Sep_30_1140",59.97534811,"heterogeneity160929b",1,202,37,0.425,0.393021107,5.97386331780621,202,-0.5,393.021107,-1.69081667419473
202,NA,"negative","impulsive",NA,NA,NA,NA,0,39,39,21,NA,NA,NA,NA,"up",0,1.642158031,"2016_Sep_30_1140",59.97534811,"heterogeneity160929b",1,202,40,0.5,1.642158031,7.40376652837766,202,-0.5,1642.158031,1.81740842768791
204,NA,"positive","artistic",NA,NA,NA,NA,0,0,0,9,NA,NA,NA,NA,"up",0,0.97615695,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,1,-0.475,0.97615695,6.88362338291087,204,0.5,976.15695,-0.053068431456778
204,NA,"positive","neat",NA,NA,NA,NA,0,2,2,5,NA,NA,NA,NA,"up",0,0.594193935,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,3,-0.425,0.594193935,6.38720575597541,204,0.5,594.193935,-1.12581891338375
204,NA,"positive","thrifty",NA,NA,NA,NA,0,4,4,2,NA,NA,NA,NA,"up",0,0.809697151,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,5,-0.375,0.809697151,6.69666029009875,204,0.5,809.697151,-0.520573981958093
204,NA,"positive","ambitious",NA,NA,NA,NA,0,5,5,10,NA,NA,NA,NA,"up",0,0.592213154,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,6,-0.35,0.592213154,6.38386662751132,204,0.5,592.213154,-1.13138197496012
204,NA,"positive","trusting",NA,NA,NA,NA,0,6,6,8,NA,NA,NA,NA,"up",0,0.809190035,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,7,-0.325,0.809190035,6.69603379058603,204,0.5,809.190035,-0.521998227008082
204,NA,"positive","proud",NA,NA,NA,NA,0,8,8,11,NA,NA,NA,NA,"up",0,0.943104982,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,9,-0.275,0.943104982,6.84917760411462,204,0.5,943.104982,-0.145895519965949
204,NA,"positive","courageous",NA,NA,NA,NA,0,10,10,15,NA,NA,NA,NA,"up",0,1.091324806,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,11,-0.225,1.091324806,6.99514765554888,204,0.5,1091.324806,0.270382709556171
204,NA,"positive","tender",NA,NA,NA,NA,0,12,12,6,NA,NA,NA,NA,"up",0,0.709933996,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,13,-0.175,0.709933996,6.56517200233372,204,0.5,709.933996,-0.800760723611091
204,NA,"positive","brilliant",NA,NA,NA,NA,0,22,22,12,NA,NA,NA,NA,"up",0,0.858991861,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,23,0.075,0.858991861,6.75575944696847,204,0.5,858.991861,-0.382128839804865
204,NA,"positive","orderly",NA,NA,NA,NA,0,24,24,14,NA,NA,NA,NA,"up",0,0.792859077,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,25,0.125,0.792859077,6.67564549714165,204,0.5,792.859077,-0.567864036986646
204,NA,"positive","persistent",NA,NA,NA,NA,0,26,26,13,NA,NA,NA,NA,"up",0,0.756456137,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,27,0.175,0.756456137,6.6286445500537,204,0.5,756.456137,-0.670102394877288
204,NA,"negative","cynical",NA,NA,NA,NA,0,27,27,37,NA,NA,NA,NA,"up",0,0.909418821,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,28,0.2,0.909418821,6.81280573724009,204,-0.5,909.418821,-0.240503751726345
204,NA,"negative","stubborn",NA,NA,NA,NA,0,29,29,39,NA,NA,NA,NA,"up",0,0.775966883,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,30,0.25,0.775966883,6.65410984272616,204,-0.5,775.966883,-0.615306089077223
204,NA,"positive","wise",NA,NA,NA,NA,0,31,31,19,NA,NA,NA,NA,"up",0,0.561015844,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,32,0.3,0.561015844,6.32974914754813,204,0.5,561.015844,-1.21900022076679
204,NA,"positive","disciplined",NA,NA,NA,NA,0,33,33,1,NA,NA,NA,NA,"up",0,0.624965906,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,34,0.35,0.624965906,6.43769709784847,204,0.5,624.965906,-1.03939524034804
204,NA,"positive","tidy",NA,NA,NA,NA,0,34,34,4,NA,NA,NA,NA,"up",0,0.727607012,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,35,0.375,0.727607012,6.58976108376081,204,0.5,727.607012,-0.7511257178996
204,NA,"negative","worrying",NA,NA,NA,NA,0,35,35,32,NA,NA,NA,NA,"up",0,0.909124851,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,36,0.4,0.909124851,6.81248243458084,204,-0.5,909.124851,-0.241329372131431
204,NA,"positive","talented",NA,NA,NA,NA,0,36,36,0,NA,NA,NA,NA,"up",0,0.642563105,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,37,0.425,0.642563105,6.46546502984515,204,0.5,642.563105,-0.98997316814083
204,NA,"positive","confident",NA,NA,NA,NA,0,37,37,7,NA,NA,NA,NA,"up",0,1.04205513,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,38,0.45,1.04205513,6.94895012878322,204,0.5,1042.05513,0.132007875873947
204,NA,"positive","idealistic",NA,NA,NA,NA,0,39,39,3,NA,NA,NA,NA,"up",0,0.674777985,"2016_Sep_30_1202",60.00452076,"heterogeneity160929b",1,204,40,0.5,0.674777985,6.5143837256583,204,0.5,674.777985,-0.899497057396915
205,NA,"positive","courageous",NA,NA,NA,NA,0,0,0,15,NA,NA,NA,NA,"up",0,0.591831923,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,1,-0.475,0.591831923,6.38322268072149,205,0.5,591.831923,-1.13245266956383
205,NA,"positive","persistent",NA,NA,NA,NA,0,1,1,13,NA,NA,NA,NA,"up",0,0.991534948,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,2,-0.45,0.991534948,6.89925419494331,205,0.5,991.534948,-0.0098790279864657
205,NA,"positive","idealistic",NA,NA,NA,NA,0,3,3,3,NA,NA,NA,NA,"up",0,0.808661938,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,4,-0.4,0.808661938,6.69538095333322,205,0.5,808.661938,-0.523481397600539
