"Participant","block","trial","stim","stimgroup","RT","Acuracy","stimposition","maskside","response","Correct_numeric","Acuracy_fixed_mean","filter_.","ZRT","Outlire","AlertEffect_first","OrientingEffect_first","ConflictEffect_first","GrandMeanEffect_first","ANT_Accuracy_first","Dominant_Eye_first","Right_Eye_Acuity_first","Left_Eye_Acuity_first","Age_first","Gender1male2female_first","Face_orientation","fo1","fo2","trial.r"
4,2,54,"folder/matchedM006SL.png",5,2.479532831,1,1,2,1,1,0.9375,"Selected",-0.419692639,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,53
4,2,55,"folder/matchedM049IN.png",3,1.983458688,1,3,2,3,1,0.9375,"Selected",-0.706889181,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,54
4,2,56,"folder/matchedM024SR.png",6,3.941568809,1,4,1,4,1,0.9375,"Selected",0.426736634,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,55
4,2,57,"folder/matchedM049SL.png",6,2.40505812,1,4,1,4,1,0.9375,"Selected",-0.462808935,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,56
4,2,58,"folder/matchedM072IN.png",4,1.772321557,1,4,1,4,1,0.9375,"Selected",-0.829124646,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,57
4,2,60,"folder/matchedM001SR.png",6,2.815202014,1,2,1,2,1,0.9375,"Selected",-0.225360744,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,59
4,2,61,"folder/matchedM008.png  ",1,1.98479913,1,1,2,1,1,0.9375,"Selected",-0.706113147,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,60
4,2,62,"folder/matchedM001.png  ",1,1.433508543,1,2,2,2,1,0.9375,"Selected",-1.025276627,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,61
4,2,63,"folder/matchedM003IN.png",4,2.962907351,1,1,1,1,1,0.9375,"Selected",-0.139848402,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,62
4,2,64,"folder/matchedM067SR.png",6,5.662085222,1,2,1,2,1,0.9375,"Selected",1.422810245,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,63
4,2,65,"folder/matchedM003IN.png",3,5.921652724,1,2,2,2,1,0.9375,"Selected",1.573083929,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,64
4,2,66,"folder/matchedM008.png  ",2,3.609629464,1,3,1,3,1,0.9375,"Selected",0.234564086,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,65
4,2,67,"folder/matchedM020.png  ",2,1.052366317,1,2,1,2,1,0.9375,"Selected",-1.245934628,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,66
4,2,68,"folder/matchedM021IN.png",4,4.580386284,1,4,1,4,1,0.9375,"Selected",0.79657282,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,67
4,2,69,"folder/matchedM017IN.png",3,1.801923052,1,1,2,1,1,0.9375,"Selected",-0.811987194,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,68
4,2,70,"folder/matchedM001.png  ",2,1.860771653,1,1,1,1,1,0.9375,"Selected",-0.777917459,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,69
4,2,71,"folder/matchedM072SL.png",6,2.174047184,1,3,1,3,1,0.9375,"Selected",-0.596550116,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,70
4,2,72,"folder/matchedM067.png  ",2,1.112108033,1,2,1,2,1,0.9375,"Selected",-1.211347835,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,71
4,2,73,"folder/matchedM008SR.png",5,2.621532886,1,3,2,3,1,0.9375,"Selected",-0.337483306,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,72
4,2,74,"folder/matchedM067IN.png",4,1.743726337,1,1,1,1,1,0.9375,"Selected",-0.845679527,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,73
4,2,75,"folder/matchedM002SL.png",5,3.103221741,1,1,2,1,1,0.9375,"Selected",-0.058614965,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,74
4,2,76,"folder/matchedM002IN.png",4,3.233407861,1,4,1,4,1,0.9375,"Selected",0.016754824,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,75
4,2,77,"folder/matchedM049SL.png",5,5.442791713,1,3,2,3,1,0.9375,"Selected",1.295852736,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,76
4,2,78,"folder/matchedM024SR.png",5,2.971816483,1,2,2,2,1,0.9375,"Selected",-0.13469056,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,77
4,2,80,"folder/matchedM049IN.png",4,2.892681316,1,2,1,2,1,0.9375,"Selected",-0.180504974,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,79
4,2,81,"folder/matchedM006IN.png",3,7.752436197,1,4,2,4,1,0.9375,"Selected",2.632995413,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,80
4,2,82,"folder/matchedM019.png  ",1,1.402514321,1,2,2,2,1,0.9375,"Selected",-1.043220383,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,81
4,2,83,"folder/matchedM008IN.png",3,5.032504024,1,4,2,4,1,0.9375,"Selected",1.058321297,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,82
4,2,84,"folder/matchedM072.png  ",2,1.290712446,1,1,1,1,1,0.9375,"Selected",-1.10794682,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,83
4,2,85,"folder/matchedM019IN.png",3,2.56102439,1,4,2,4,1,0.9375,"Selected",-0.372514018,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,84
4,2,86,"folder/matchedM008IN.png",4,2.845012026,1,4,1,4,1,0.9375,"Selected",-0.208102573,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,85
4,2,87,"folder/matchedM016.png  ",1,2.353022113,1,3,2,3,1,0.9375,"Selected",-0.492934596,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,86
4,2,88,"folder/matchedM067SR.png",5,5.413129964,1,3,2,3,1,0.9375,"Selected",1.2786804,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,87
4,2,89,"folder/matchedM003.png  ",1,1.551110325,1,2,2,2,1,0.9375,"Selected",-0.957192399,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,88
4,2,90,"folder/matchedM067IN.png",3,2.733536441,1,1,2,1,1,0.9375,"Selected",-0.272640108,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,89
4,2,91,"folder/matchedM006SL.png",6,2.203721197,1,3,1,3,1,0.9375,"Selected",-0.57937068,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,90
4,2,92,"folder/matchedM002IN.png",3,2.733707011,1,2,2,2,1,0.9375,"Selected",-0.272541359,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,91
4,2,93,"folder/matchedM049.png  ",2,2.332995061,1,4,1,4,1,0.9375,"Selected",-0.504529032,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,92
4,2,94,"folder/matchedM005SR.png",6,1.383708543,1,2,1,2,1,0.9375,"Selected",-1.054107777,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,93
4,2,95,"folder/matchedM002.png  ",2,1.76467824,1,4,1,4,1,0.9375,"Selected",-0.833549659,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,94
4,2,96,"folder/matchedM003SR.png",5,2.512548497,1,1,2,1,1,0.9375,"Selected",-0.400578591,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,95
4,1,1,"folder/matchedM019.png  ",1,2.582543402,1,1,2,1,1,0.9375,"Selected",-0.360055829,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,0
4,1,2,"folder/matchedM072.png  ",2,2.464609818,1,4,1,4,1,0.9375,"Selected",-0.42833215,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,1
4,1,3,"folder/matchedM049IN.png",4,6.189967502,1,4,1,4,1,0.9375,"Selected",1.728421749,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,2
4,1,4,"folder/matchedM021SL.png",6,3.774710309,1,1,1,1,1,0.9375,"Selected",0.330135783,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,3
4,1,5,"folder/matchedM002SL.png",5,3.587784767,1,3,2,3,1,0.9375,"Selected",0.221917345,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,4
4,1,6,"folder/matchedM020.png  ",2,1.577105372,1,1,1,1,1,0.9375,"Selected",-0.942142859,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,5
4,1,7,"folder/matchedM067SR.png",6,5.365969553,1,3,1,3,1,0.9375,"Selected",1.251377411,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,6
4,1,8,"folder/matchedM005.png  ",2,1.384519217,1,3,1,3,1,0.9375,"Selected",-1.053638446,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,7
4,1,10,"folder/matchedM004IN.png",3,1.767737011,1,4,2,4,1,0.9375,"Selected",-0.831778818,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,9
4,1,11,"folder/matchedM067.png  ",1,1.413352048,1,2,2,2,1,0.9375,"Selected",-1.036946003,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,10
4,1,12,"folder/matchedM016.png  ",1,2.525496949,1,2,2,2,1,0.9375,"Selected",-0.393082231,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,11
4,1,13,"folder/matchedM020SR.png",5,5.385502778,1,1,2,1,1,0.9375,"Selected",1.262685952,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,12
4,1,14,"folder/matchedM006IN.png",3,5.044627474,1,1,2,1,1,0.9375,"Selected",1.065340032,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,13
4,1,15,"folder/matchedM002.png  ",2,1.854861996,1,4,1,4,1,0.9375,"Selected",-0.781338788,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,14
4,1,16,"folder/matchedM024IN.png",4,6.000578306,1,2,1,2,1,0.9375,"Selected",1.618777006,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,15
4,1,17,"folder/matchedM016.png  ",2,2.016298942,1,4,1,4,1,0.9375,"Selected",-0.687876685,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,16
4,1,18,"folder/matchedM004.png  ",2,3.402653469,1,3,1,3,1,0.9375,"Selected",0.114737663,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,17
4,1,19,"folder/matchedM017.png  ",2,1.594212682,1,4,1,4,1,0.9375,"Selected",-0.932238775,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,18
4,1,20,"folder/matchedM020.png  ",1,1.815571311,1,3,2,3,1,0.9375,"Selected",-0.804085688,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,19
4,1,21,"folder/matchedM017SR.png",6,3.984876691,1,2,1,2,1,0.9375,"Selected",0.451809244,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,20
4,1,22,"folder/matchedM020SR.png",6,4.606750565,1,4,1,4,1,0.9375,"Selected",0.811836124,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,21
4,1,23,"folder/matchedM002IN.png",4,1.912071361,1,3,1,3,1,0.9375,"Selected",-0.74821807,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,22
4,1,25,"folder/matchedM072IN.png",4,2.945574264,1,3,1,3,1,0.9375,"Selected",-0.149883197,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,24
4,1,26,"folder/matchedM067SR.png",5,2.344485614,1,2,2,2,1,0.9375,"Selected",-0.497876705,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,25
4,1,27,"folder/matchedM002IN.png",3,1.843301583,1,1,2,1,1,0.9375,"Selected",-0.788031559,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,26
4,1,28,"folder/matchedM049.png  ",2,1.083577323,1,1,1,1,1,0.9375,"Selected",-1.227865368,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,27
4,1,29,"folder/matchedM006.png  ",2,2.16409962,1,3,1,3,1,0.9375,"Selected",-0.602309147,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,28
4,1,30,"folder/matchedM072SL.png",6,5.062010775,1,4,1,4,1,0.9375,"Selected",1.075403898,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,29
4,1,31,"folder/matchedM067IN.png",4,1.633671226,1,4,1,4,1,0.9375,"Selected",-0.909394694,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,30
4,1,32,"folder/matchedM002SL.png",6,5.032693992,1,3,1,3,1,0.9375,"Selected",1.058431277,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,31
4,1,33,"folder/matchedM020IN.png",3,1.942336573,1,2,2,2,1,0.9375,"Selected",-0.730696367,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,32
4,1,34,"folder/matchedM005IN.png",3,4.241959794,1,3,2,3,1,0.9375,"Selected",0.600644613,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,33
4,1,35,"folder/matchedM024SR.png",6,7.549522458,1,2,1,2,1,0.9375,"Selected",2.515520788,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,34
4,1,36,"folder/matchedM019IN.png",4,1.133831204,1,4,1,4,1,0.9375,"Selected",-1.198771449,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,35
4,1,37,"folder/matchedM049IN.png",3,4.033752623,1,3,2,3,1,0.9375,"Selected",0.480105415,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,36
4,1,38,"folder/matchedM067.png  ",2,1.166065376,1,3,1,3,1,0.9375,"Selected",-1.180109838,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,37
4,1,40,"folder/matchedM001.png  ",2,2.70364358,1,3,1,3,1,0.9375,"Selected",-0.289946244,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,39
4,1,41,"folder/matchedM020IN.png",4,2.193287264,1,4,1,4,1,0.9375,"Selected",-0.585411288,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,40
4,1,42,"folder/matchedM072IN.png",3,3.996980217,1,4,2,4,1,0.9375,"Selected",0.458816444,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,41
4,1,43,"folder/matchedM021.png  ",2,2.762250649,1,1,1,1,1,0.9375,"Selected",-0.256016341,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,42
4,1,45,"folder/matchedM001.png  ",1,2.272967096,1,4,2,4,1,0.9375,"Selected",-0.539281546,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,44
4,1,46,"folder/matchedM049SL.png",6,4.255438592,1,2,1,2,1,0.9375,"Selected",0.608448011,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,45
4,1,47,"folder/matchedM021IN.png",4,4.192217672,1,1,1,1,1,0.9375,"Selected",0.571846972,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,46
4,1,48,"folder/matchedM016SL.png",6,1.947690974,1,2,1,2,1,0.9375,"Selected",-0.727596496,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,47
4,1,49,"folder/matchedM049SL.png",5,4.802411167,1,2,2,2,1,0.9375,"Selected",0.925111627,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,48
4,1,50,"folder/matchedM008IN.png",3,1.604475094,1,4,2,4,1,0.9375,"Selected",-0.926297467,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,49
4,1,52,"folder/matchedM005.png  ",1,2.641108531,1,4,2,4,1,0.9375,"Selected",-0.326150206,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,51
4,1,53,"folder/matchedM004IN.png",4,3.50542562,1,3,1,3,1,0.9375,"Selected",0.174236444,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,52
4,1,54,"folder/matchedM003SR.png",6,3.702887981,1,3,1,3,1,0.9375,"Selected",0.288555055,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,53
4,1,56,"folder/matchedM024SR.png",5,3.713431041,1,3,2,3,1,0.9375,"Selected",0.29465884,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,55
4,1,58,"folder/matchedM008.png  ",2,1.305423844,1,2,1,2,1,0.9375,"Selected",-1.099429822,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,57
4,1,59,"folder/matchedM067IN.png",3,3.503307805,1,1,2,1,1,0.9375,"Selected",0.173010358,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,58
4,1,60,"folder/matchedM003IN.png",4,5.735710387,1,1,1,1,1,0.9375,"Selected",1.465434705,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,59
4,1,61,"folder/matchedM002.png  ",1,2.282431821,1,1,2,1,1,0.9375,"Selected",-0.53380205,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,60
4,1,62,"folder/matchedM003.png  ",2,1.22670602,1,2,1,2,1,0.9375,"Selected",-1.14500262,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,61
4,1,63,"folder/matchedM016IN.png",4,1.603282621,1,1,1,1,1,0.9375,"Selected",-0.926987836,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,62
4,1,64,"folder/matchedM008SR.png",6,3.4526991,1,4,1,4,1,0.9375,"Selected",0.143711018,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,63
4,1,65,"folder/matchedM024.png  ",2,1.922097154,1,4,1,4,1,0.9375,"Selected",-0.74241375,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,64
4,1,66,"folder/matchedM004SL.png",5,3.200249531,1,1,2,1,1,0.9375,"Selected",-0.002441818,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,65
4,1,67,"folder/matchedM019.png  ",2,2.587668376,1,4,1,4,1,0.9375,"Selected",-0.357088783,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,66
4,1,68,"folder/matchedM072.png  ",1,5.603800591,1,4,2,4,1,0.9375,"Selected",1.389067014,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,67
4,1,69,"folder/matchedM006IN.png",4,2.284133794,1,1,1,1,1,0.9375,"Selected",-0.532816712,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,68
4,1,70,"folder/matchedM006SL.png",5,1.590162162,1,2,2,2,1,0.9375,"Selected",-0.934583777,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,69
4,1,71,"folder/matchedM008IN.png",4,1.308819699,1,4,1,4,1,0.9375,"Selected",-1.097463829,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,70
4,1,72,"folder/matchedM005SR.png",6,3.389203734,1,2,1,2,1,0.9375,"Selected",0.106951091,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,71
4,1,73,"folder/matchedM017IN.png",3,5.424665163,1,3,2,3,1,0.9375,"Selected",1.285358574,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,72
4,1,74,"folder/matchedM008SR.png",5,3.202714205,1,1,2,1,1,0.9375,"Selected",-0.001014923,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,73
4,1,75,"folder/matchedM072SL.png",5,5.182249301,1,1,2,1,1,0.9375,"Selected",1.145014639,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,74
4,1,76,"folder/matchedM017IN.png",4,6.049288731,1,2,1,2,1,0.9375,"Selected",1.646977358,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,75
4,1,77,"folder/matchedM004.png  ",1,6.461940502,1,3,2,3,1,0.9375,"Selected",1.885877456,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,76
4,1,78,"folder/matchedM019SL.png",6,6.300132198,1,4,1,4,1,0.9375,"Selected",1.79220036,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,77
4,1,79,"folder/matchedM016IN.png",3,2.692566185,1,1,2,1,1,0.9375,"Selected",-0.296359377,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,78
4,1,81,"folder/matchedM024IN.png",3,5.980864345,1,2,2,2,1,0.9375,"Selected",1.60736383,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,80
4,1,82,"folder/matchedM021SL.png",5,5.392935582,1,1,2,1,1,0.9375,"Selected",1.26698909,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,81
4,1,83,"folder/matchedM008.png  ",1,4.904485715,1,2,2,2,1,0.9375,"Selected",0.984206538,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,82
4,1,84,"folder/matchedM003.png  ",1,3.181138367,1,3,2,3,1,0.9375,"Selected",-0.013506011,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,83
4,1,85,"folder/matchedM006.png  ",1,3.515922124,1,1,2,1,1,0.9375,"Selected",0.180313276,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,84
4,1,86,"folder/matchedM017SR.png",5,4.267046779,1,3,2,3,1,0.9375,"Selected",0.615168441,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,85
4,1,87,"folder/matchedM024.png  ",1,1.313058872,1,3,2,3,1,0.9375,"Selected",-1.095009608,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,86
4,1,88,"folder/matchedM004SL.png",6,4.542278805,1,3,1,3,1,0.9375,"Selected",0.774510924,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,87
4,1,90,"folder/matchedM003SR.png",5,1.831700049,1,2,2,2,1,0.9375,"Selected",-0.794748137,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,89
4,1,91,"folder/matchedM017.png  ",1,1.802363736,1,4,2,4,1,0.9375,"Selected",-0.811732065,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,90
4,1,92,"folder/matchedM005SR.png",5,3.823673962,1,4,2,4,1,0.9375,"Selected",0.358482739,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,91
4,1,93,"folder/matchedM001IN.png",3,6.475333515,1,3,2,3,1,0.9375,"Selected",1.89363119,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,92
4,1,94,"folder/matchedM001IN.png",4,4.114769674,1,2,1,2,1,0.9375,"Selected",0.527009325,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,2,0,1,93
4,1,95,"folder/matchedM016SL.png",5,2.250995776,1,2,2,2,1,0.9375,"Selected",-0.552001595,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,3,0,0,94
4,1,96,"folder/matchedM021.png  ",1,3.142512851,1,4,2,4,1,0.9375,"Selected",-0.035867819,0,52,7,75,448,96,"L  ",1.3,1.35,22,2,1,1,0,95
5,2,1,"folder/matchedM003.png  ",1,1.631314048,1,2,2,2,1,0.979166667,"Selected",-0.083611629,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,0
5,2,2,"folder/matchedM002IN.png",4,1.173995856,1,3,1,3,1,0.979166667,"Selected",-0.504967868,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,1
5,2,3,"folder/matchedM021IN.png",4,1.787924889,1,2,1,2,1,0.979166667,"Selected",0.060683867,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,2
5,2,4,"folder/matchedM006SL.png",5,1.148542524,1,4,2,4,1,0.979166667,"Selected",-0.528419636,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,3
5,2,5,"folder/matchedM049.png  ",1,1.549592806,1,1,2,1,1,0.979166667,"Selected",-0.158906589,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,4
5,2,6,"folder/matchedM004IN.png",3,0.889052299,1,3,2,3,1,0.979166667,"Selected",-0.76750443,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,5
5,2,7,"folder/matchedM004SL.png",5,1.708977052,1,3,2,3,1,0.979166667,"Selected",-0.01205578,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,6
5,2,8,"folder/matchedM019IN.png",3,1.348616925,1,4,2,4,1,0.979166667,"Selected",-0.344078408,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,7
5,2,9,"folder/matchedM019.png  ",1,0.747772055,1,3,2,3,1,0.979166667,"Selected",-0.897674874,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,8
5,2,10,"folder/matchedM001.png  ",2,1.348288371,1,3,1,3,1,0.979166667,"Selected",-0.344381125,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,9
5,2,11,"folder/matchedM003SR.png",5,1.197028173,1,1,2,1,1,0.979166667,"Selected",-0.483746735,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,10
5,2,12,"folder/matchedM005IN.png",4,0.987048361,1,1,1,1,1,0.979166667,"Selected",-0.677214446,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,11
5,2,13,"folder/matchedM003IN.png",4,1.547546644,1,3,1,3,1,0.979166667,"Selected",-0.160791848,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,12
5,2,14,"folder/matchedM004SL.png",6,1.196652424,1,2,1,2,1,0.979166667,"Selected",-0.484092936,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,13
5,2,15,"folder/matchedM008.png  ",1,0.846245534,1,2,2,2,1,0.979166667,"Selected",-0.806945015,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,14
5,2,16,"folder/matchedM002.png  ",2,1.475031814,1,4,1,4,1,0.979166667,"Selected",-0.227604358,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,1,1,0,15
5,2,17,"folder/matchedM072SL.png",6,1.195514465,1,2,1,2,1,0.979166667,"Selected",-0.485141409,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,16
5,2,18,"folder/matchedM049IN.png",4,1.454879593,1,3,1,3,1,0.979166667,"Selected",-0.246171876,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,17
5,2,19,"folder/matchedM024IN.png",4,1.215268482,1,1,1,1,1,0.979166667,"Selected",-0.466940782,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,18
5,2,20,"folder/matchedM072IN.png",3,0.897048794,1,3,2,3,1,0.979166667,"Selected",-0.760136751,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,2,0,1,19
5,2,21,"folder/matchedM019SL.png",5,0.803278729,1,3,2,3,1,0.979166667,"Selected",-0.846533057,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,20
5,2,22,"folder/matchedM016SL.png",5,1.256171847,1,2,2,2,1,0.979166667,"Selected",-0.429253918,0,101,44,187,570,99,"R  ",1.12,0.54,19,2,3,0,0,21
