1,1,1,1,1.664304669,1,1.65,0.1,0.6,8,1,0.5,0,1.17633923297361,
2,1,1,2,1.221377124,1,2.05,0.05,1.6,10,1,0.5,1,1.19122728781884,
3,1,1,3,2.001273602,1,-2,1.6,0.5,7,-1,-0.5,2,1.11203802085614,
4,1,1,4,1.820673071,1,0.2,0.8,0.2,11,1,0.5,3,1.18468062537115,
5,1,1,5,1.484340481,1,1.15,1.1,1.75,8,1,0.5,4,1.17479203592577,
6,1,1,6,2.282288508,1,-0.2,1.15,0.15,11,-1,-0.5,5,1.12623075864773,
7,1,1,7,1.361836549,1,1.05,1.35,1.55,9,1,0.5,6,1.18222971262747,
8,1,1,8,1.491293786,1,0.85,0.9,-0.05,8,1,0.5,7,1.18952629918513,
9,1,1,9,1.381948981,1,1.9,1.2,1.8,12,1,0.5,8,1.18669540822648,
10,1,1,10,1.563975075,1,1.8,1.7,0.315789474,10,1,0.5,9,1.17056332491286,
11,1,1,11,1.262052192,1,-2.684210526,0.05,1.526315789,10,-1,-0.5,10,1.10812228346609,
12,1,1,12,0.862001741,1,0.4,0.45,1.4,10,1,0.5,11,1.17560230288616,
13,1,1,13,1.79418429,1,-4.15,0.55,-0.45,8,-1,-0.5,12,1.13437299710833,
14,1,1,14,1.127214868,1,-3.75,0.5,0.6,9,-1,-0.5,13,1.09516438211274,
15,1,1,15,1.365088026,1,-3.105263158,1.4,1.5,9,-1,-0.5,14,1.13407455691453,
16,1,1,16,1.32166244,1,-2.7,1.7,-0.35,10,-1,-0.5,15,1.11575226242646,
17,1,1,17,1.794378113,1,-2.15,0.15,1.4,9,-1,-0.5,16,1.12588564293685,
18,1,1,18,1.353646342,1,0.2,0.2,-0.1,10,1,0.5,17,1.17517948637073,
19,1,1,19,1.393792835,1,0.95,0.05,0.05,9,1,0.5,18,1.18770231835529,
20,1,1,20,1.193491211,1,-0.1,0,0.25,11,-1,-0.5,19,1.11626607233555,
21,1,1,21,1.061503861,1,-4.35,0.15,1.3,10,-1,-0.5,20,1.10926694486877,
22,1,1,22,0.78128241,1,-3.1,1.3,0.8,12,-1,-0.5,21,1.11063873389163,
23,1,1,23,1.474581677,1,0.35,0.15,-0.35,11,1,0.5,22,1.18720762729685,
24,1,1,24,1.150921361,1,-3.45,-0.75,-0.6,7,-1,-0.5,23,1.09949473430314,
25,1,1,25,1.772040244,1,0.75,1.05,1.4,8,1,0.5,24,1.16764903066277,
26,1,1,26,1.081615966,1,0.65,0.2,-0.5,9,1,0.5,25,1.19370152699598,
27,1,1,27,0.86126368,1,-3.85,0,1.55,7,-1,-0.5,26,1.11008002928681,
28,1,1,28,1.021264936,1,-3.85,0.95,-0.2,12,-1,-0.5,27,1.12171700014327,
29,1,1,29,1.191438898,1,1.95,1.9,1.7,8,1,0.5,28,1.18365369093177,
30,1,1,30,2.042027692,1,-2.25,-0.45,1.65,9,-1,-0.5,29,1.11532178060182,
31,1,1,31,0.972154752,1,-4.1,-0.85,0.25,9,-1,-0.5,30,1.11790211362987,
32,1,1,32,1.154722406,1,-3.35,0.2,0.45,14,-1,-0.5,31,1.12563633853227,
33,1,1,33,1.804827854,1,-1.736842105,-0.8,0.35,10,-1,-0.5,32,1.12568712521157,
34,1,1,34,1.032806744,1,-2.25,1.9,-0.1,8,-1,-0.5,33,1.11435128496572,
35,1,1,35,1.064754004,1,0.1,-0.5,-0.85,8,1,0.5,34,1.18817934843623,
36,1,1,36,1.043659932,1,-3.45,1.1,-0.25,8,-1,-0.5,35,1.12408331054705,
37,1,1,37,1.104342684,1,-3.55,1.8,0.25,8,-1,-0.5,36,1.11742356898191,
38,1,1,38,1.595223951,1,-2.55,0,-0.9,10,-1,-0.5,37,1.12627780632636,
39,1,1,39,1.001838207,1,-2.05,1,1.6,9,-1,-0.5,38,1.1305690646928,
40,1,1,40,0.915859177,1,-0.3,0.85,0.6,10,-1,-0.5,39,1.09620324453599,
41,1,1,41,1.040887342,1,0.35,0.842105263,1.5,9,1,0.5,40,1.18371868438895,
42,1,1,42,1.538575184,1,0.3,0.1,1.05,9,1,0.5,41,1.18783221649825,
43,1,1,43,0.984796429,1,-4.7,1.95,1.2,11,-1,-0.5,42,1.12001327989006,
44,1,1,44,1.874709662,1,0.85,0.9,1.15,6,1,0.5,43,1.19705901325324,
45,1,1,45,1.865261023,1,1.45,0.3,1.65,10,1,0.5,44,1.18964795643682,
46,1,1,46,1.821053056,1,-2.15,0.15,-0.05,8,-1,-0.5,45,1.1081341928655,
47,1,2,1,1.183692417,1,1.65,0.1,0.6,8,1,0.5,0,1.10517844880699,
48,1,2,2,0.927936711,1,2.05,0.05,1.6,10,1,0.5,1,1.09430372893152,
49,1,2,3,1.133551481,1,-2,1.6,0.5,7,-1,-0.5,2,1.02141191400924,
50,1,2,4,1.151301865,1,0.2,0.8,0.2,11,1,0.5,3,1.11118154939629,
51,1,2,5,1.011080421,1,1.15,1.1,1.75,8,1,0.5,4,1.1181231285808,
52,1,2,6,1.001341628,1,-0.2,1.15,0.15,11,-1,-0.5,5,1.03074359343273,
53,1,2,7,0.953408203,1,1.05,1.35,1.55,9,1,0.5,6,1.10127085631089,
54,1,2,8,0.951424011,1,0.85,0.9,-0.05,8,1,0.5,7,1.09680096925121,
55,1,2,9,1.042743165,1,1.9,1.2,1.8,12,1,0.5,8,1.10946372667019,
56,1,2,10,1.112242094,1,1.8,1.7,0.315789474,10,1,0.5,9,1.09711931404868,
57,1,2,11,0.874580436,1,-2.684210526,0.05,1.526315789,10,-1,-0.5,10,1.02256395425296,
58,1,2,12,1.05327153,1,0.4,0.45,1.4,10,1,0.5,11,1.1031973401238,
60,1,2,14,0.832676474,1,-3.75,0.5,0.6,9,-1,-0.5,13,1.03207327885665,
61,1,2,15,1.132594331,1,-3.105263158,1.4,1.5,9,-1,-0.5,14,1.03977153747646,
62,1,2,16,1.011312323,1,-2.7,1.7,-0.35,10,-1,-0.5,15,1.01271630598134,
63,1,2,17,0.848947364,1,-2.15,0.15,1.4,9,-1,-0.5,16,1.0441139116071,
64,1,2,18,0.982600669,1,0.2,0.2,-0.1,10,1,0.5,17,1.10964964632828,
65,1,2,19,0.931020839,1,0.95,0.05,0.05,9,1,0.5,18,1.09770074748672,
66,1,2,20,1.011115681,1,-0.1,0,0.25,11,-1,-0.5,19,1.02420332499132,
67,1,2,21,1.094425045,1,-4.35,0.15,1.3,10,-1,-0.5,20,1.01253621936279,
68,1,2,22,1.38393894,1,-3.1,1.3,0.8,12,-1,-0.5,21,1.03213753640404,
69,1,2,23,0.895629267,1,0.35,0.15,-0.35,11,1,0.5,22,1.10395603399681,
70,1,2,24,1.234039455,1,-3.45,-0.75,-0.6,7,-1,-0.5,23,1.04332107261038,
71,1,2,25,0.998096857,1,0.75,1.05,1.4,8,1,0.5,24,1.0986459849857,
72,1,2,26,1.233543474,1,0.65,0.2,-0.5,9,1,0.5,25,1.08900774826791,
