"","date","hour","time","time_e","regfocus","subj","block","mood_prom","mood_prev","moodrtprom","moodrtprev","trial","tcode","resp","rt","rt_log","trl1","trait_vale","rse","gender","age","filter_.","pred_1","sepred_1"
"1191",61406,"15:32       ",2,1,1,30,2,24,22,2164.17,2234,29,"traits     ",1,825,6.72,10,1,35,2,22,"Selected",984.064950950002,170.610985951364
"1192",61406,"15:32       ",2,1,1,30,2,24,22,2164.17,2234,30,"traits     ",1,973,6.88,16,1,35,2,22,"Selected",984.064950950002,170.610985951364
"1193",61406,"15:32       ",2,1,1,30,2,24,22,2164.17,2234,31,"traits     ",1,775,6.65,5,1,35,2,22,"Selected",984.064950950002,170.610985951364
"1194",61406,"15:32       ",2,1,1,30,2,24,22,2164.17,2234,37,"traits     ",1,734,6.6,17,1,35,2,22,"Selected",984.064950950002,170.610985951364
"1195",61406,"15:32       ",2,1,1,30,2,24,22,2164.17,2234,38,"traits     ",1,988,6.9,1,1,35,2,22,"Selected",984.064950950002,170.610985951364
"260",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,1,"traits     ",1,1143,7.04,37,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"261",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,11,"traits     ",1,773,6.65,36,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"262",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,14,"traits     ",1,1295,7.17,25,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"263",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,17,"traits     ",1,962,6.87,29,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"264",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,18,"traits     ",1,774,6.65,33,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"265",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,21,"traits     ",1,759,6.63,22,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"266",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,24,"traits     ",1,1179,7.07,27,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"267",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,33,"traits     ",1,1075,6.98,24,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"268",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,38,"traits     ",1,1055,6.96,30,-1,30,2,22,"Selected",861.289607570943,135.637891099272
"1021",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,2,"traits     ",1,861,6.76,14,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1022",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,4,"traits     ",1,735,6.6,19,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1023",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,7,"traits     ",1,595,6.39,18,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1024",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,8,"traits     ",1,621,6.43,11,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1025",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,9,"traits     ",1,670,6.51,16,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1026",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,10,"traits     ",1,663,6.5,6,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1027",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,13,"traits     ",1,803,6.69,3,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1028",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,16,"traits     ",1,992,6.9,10,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1029",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,20,"traits     ",1,732,6.6,15,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1030",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,22,"traits     ",1,979,6.89,4,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1031",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,26,"traits     ",1,1125,7.03,20,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1032",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,27,"traits     ",1,1224,7.11,9,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1033",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,30,"traits     ",1,680,6.52,1,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1034",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,35,"traits     ",1,1094,7,2,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1035",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,37,"traits     ",1,851,6.75,5,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1036",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,39,"traits     ",1,565,6.34,13,1,30,2,22,"Selected",874.389870344709,151.275249460331
"1037",61506,"13:21       ",2,1,-1,31,2,21,21,2278.33,2746.83,40,"traits     ",1,587,6.38,8,1,30,2,22,"Selected",874.389870344709,151.275249460331
