prim,Prime.result,target,congruent,operand,distance,subject,rt,OT,subjective.0.is.unaware,presentation_time,addition.place,counter.balance,exclude_from_analysis
12,12,12,yes,A,0,20,596,0.578125,0,2000,2,1,FALSE
13,13,13,yes,A,0,20,664,0.578125,0,2000,2,1,FALSE
13,13,13,yes,A,0,20,664,0.578125,0,2000,2,1,FALSE
0,0,4,no,S,-4,20,559,0.578125,0,2000,2,1,FALSE
0,0,2,no,S,-2,20,700,0.578125,0,2000,2,1,FALSE
0,0,3,no,S,-3,20,596,0.578125,0,2000,2,1,FALSE
0,0,1,no,S,-1,20,628,0.578125,0,2000,2,1,FALSE
3,3,0,no,S,3,20,524,0.578125,0,2000,2,1,FALSE
2,2,0,no,S,2,20,420,0.578125,0,2000,2,1,FALSE
1,1,4,no,S,-3,20,560,0.578125,0,2000,2,1,FALSE
0,0,1,no,S,-1,20,560,0.578125,0,2000,2,1,FALSE
0,0,3,no,S,-3,20,629,0.578125,0,2000,2,1,FALSE
4,4,0,no,S,4,20,524,0.578125,0,2000,2,1,FALSE
2,2,0,no,S,2,20,524,0.578125,0,2000,2,1,FALSE
0,0,3,no,S,-3,20,524,0.578125,0,2000,2,1,FALSE
1,1,0,no,S,1,20,596,0.578125,0,2000,2,1,FALSE
0,0,1,no,S,-1,20,663,0.578125,0,2000,2,1,FALSE
0,0,1,no,S,-1,20,1084,0.578125,0,2000,2,1,FALSE
5,5,0,no,S,5,20,628,0.578125,0,2000,2,1,FALSE
4,4,0,no,S,4,20,456,0.578125,0,2000,2,1,FALSE
2,2,0,no,S,2,20,492,0.578125,0,2000,2,1,FALSE
0,0,5,no,S,-5,20,595,0.578125,0,2000,2,1,FALSE
1,1,6,no,S,-5,20,700,0.578125,0,2000,2,1,FALSE
0,0,2,no,S,-2,20,664,0.578125,0,2000,2,1,FALSE
3,3,0,no,S,3,20,NA,0.578125,0,2000,2,1,FALSE
1,1,0,no,S,1,20,492,0.578125,0,2000,2,1,FALSE
0,0,5,no,S,-5,20,492,0.578125,0,2000,2,1,FALSE
6,6,3,no,S,3,20,701,0.578125,0,2000,2,1,FALSE
0,0,2,no,S,-2,20,701,0.578125,0,2000,2,1,FALSE
4,4,0,no,S,4,20,456,0.578125,0,2000,2,1,FALSE
3,3,0,no,S,3,20,NA,0.578125,0,2000,2,1,FALSE
1,1,0,no,S,1,20,492,0.578125,0,2000,2,1,FALSE
5,5,0,no,S,5,20,492,0.578125,0,2000,2,1,FALSE
2,2,1,no,S,1,20,595,0.578125,0,2000,2,1,FALSE
3,3,2,no,S,1,20,737,0.578125,0,2000,2,1,FALSE
1,1,0,no,S,1,20,456,0.578125,0,2000,2,1,FALSE
0,0,2,no,S,-2,20,737,0.578125,0,2000,2,1,FALSE
2,2,0,no,S,2,20,456,0.578125,0,2000,2,1,FALSE
0,0,1,no,S,-1,20,455,0.578125,0,2000,2,1,FALSE
0,0,4,no,S,-4,20,561,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,628,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,560,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,559,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,456,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,523,0.578125,0,2000,2,1,FALSE
3,3,3,yes,S,0,20,596,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,493,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,492,0.578125,0,2000,2,1,FALSE
2,2,2,yes,S,0,20,699,0.578125,0,2000,2,1,FALSE
4,4,4,yes,S,0,20,561,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,493,0.578125,0,2000,2,1,FALSE
2,2,2,yes,S,0,20,700,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,491,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,NA,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,492,0.578125,0,2000,2,1,FALSE
3,3,3,yes,S,0,20,628,0.578125,0,2000,2,1,FALSE
5,5,5,yes,S,0,20,628,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,NA,0.578125,0,2000,2,1,FALSE
4,4,4,yes,S,0,20,596,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,492,0.578125,0,2000,2,1,FALSE
2,2,2,yes,S,0,20,663,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,628,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,523,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,804,0.578125,0,2000,2,1,FALSE
5,5,5,yes,S,0,20,664,0.578125,0,2000,2,1,FALSE
3,3,3,yes,S,0,20,665,0.578125,0,2000,2,1,FALSE
2,2,2,yes,S,0,20,664,0.578125,0,2000,2,1,FALSE
6,6,6,yes,S,0,20,560,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,456,0.578125,0,2000,2,1,FALSE
4,4,4,yes,S,0,20,596,0.578125,0,2000,2,1,FALSE
2,2,2,yes,S,0,20,699,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,737,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,NA,0.578125,0,2000,2,1,FALSE
3,3,3,yes,S,0,20,559,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,456,0.578125,0,2000,2,1,FALSE
1,1,1,yes,S,0,20,595,0.578125,0,2000,2,1,FALSE
0,0,0,yes,S,0,20,492,0.578125,0,2000,2,1,FALSE
8,8,9,no,A,-1,21,664,1,1,2000,1,1,TRUE
9,9,11,no,A,-2,21,664,1,1,2000,1,1,TRUE
8,8,12,no,A,-4,21,596,1,1,2000,1,1,TRUE
10,10,12,no,A,-2,21,596,1,1,2000,1,1,TRUE
12,12,11,no,A,1,21,627,1,1,2000,1,1,TRUE
13,13,12,no,A,1,21,664,1,1,2000,1,1,TRUE
12,12,11,no,A,1,21,525,1,1,2000,1,1,TRUE
11,11,10,no,A,1,21,525,1,1,2000,1,1,TRUE
12,12,11,no,A,1,21,736,1,1,2000,1,1,TRUE
13,13,9,no,A,4,21,524,1,1,2000,1,1,TRUE
10,10,12,no,A,-2,21,664,1,1,2000,1,1,TRUE
13,13,11,no,A,2,21,804,1,1,2000,1,1,TRUE
9,9,12,no,A,-3,21,595,1,1,2000,1,1,TRUE
11,11,12,no,A,-1,21,597,1,1,2000,1,1,TRUE
10,10,14,no,A,-4,21,628,1,1,2000,1,1,TRUE
9,9,10,no,A,-1,21,664,1,1,2000,1,1,TRUE
12,12,10,no,A,2,21,596,1,1,2000,1,1,TRUE
14,14,13,no,A,1,21,560,1,1,2000,1,1,TRUE
11,11,12,no,A,-1,21,735,1,1,2000,1,1,TRUE
12,12,8,no,A,4,21,700,1,1,2000,1,1,TRUE
12,12,9,no,A,3,21,596,1,1,2000,1,1,TRUE
13,13,10,no,A,3,21,596,1,1,2000,1,1,TRUE
9,9,10,no,A,-1,21,524,1,1,2000,1,1,TRUE
11,11,12,no,A,-1,21,596,1,1,2000,1,1,TRUE
12,12,13,no,A,-1,21,596,1,1,2000,1,1,TRUE
13,13,12,no,A,1,21,664,1,1,2000,1,1,TRUE
9,9,14,no,A,-5,21,524,1,1,2000,1,1,TRUE
10,10,11,no,A,-1,21,907,1,1,2000,1,1,TRUE
12,12,8,no,A,4,21,840,1,1,2000,1,1,TRUE
11,11,13,no,A,-2,21,628,1,1,2000,1,1,TRUE
10,10,12,no,A,-2,21,663,1,1,2000,1,1,TRUE
9,9,13,no,A,-4,21,628,1,1,2000,1,1,TRUE
11,11,13,no,A,-2,21,768,1,1,2000,1,1,TRUE
12,12,13,no,A,-1,21,629,1,1,2000,1,1,TRUE
11,11,9,no,A,2,21,524,1,1,2000,1,1,TRUE
12,12,10,no,A,2,21,524,1,1,2000,1,1,TRUE
13,13,9,no,A,4,21,597,1,1,2000,1,1,TRUE
10,10,11,no,A,-1,21,736,1,1,2000,1,1,TRUE
11,11,9,no,A,2,21,700,1,1,2000,1,1,TRUE
14,14,11,no,A,3,21,736,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,664,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,596,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,628,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,525,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,664,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,560,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,767,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,628,1,1,2000,1,1,TRUE
14,14,14,yes,A,0,21,664,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,735,1,1,2000,1,1,TRUE
8,8,8,yes,A,0,21,768,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,595,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,767,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,525,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,596,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,628,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,699,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,701,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,628,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,596,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,700,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,737,1,1,2000,1,1,TRUE
8,8,8,yes,A,0,21,596,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,595,1,1,2000,1,1,TRUE
10,10,10,yes,A,0,21,NA,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,664,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,665,1,1,2000,1,1,TRUE
9,9,9,yes,A,0,21,628,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,735,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,664,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,628,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,596,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,596,1,1,2000,1,1,TRUE
11,11,11,yes,A,0,21,559,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,595,1,1,2000,1,1,TRUE
14,14,14,yes,A,0,21,596,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,803,1,1,2000,1,1,TRUE
12,12,12,yes,A,0,21,628,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,596,1,1,2000,1,1,TRUE
13,13,13,yes,A,0,21,NA,1,1,2000,1,1,TRUE
0,0,4,no,S,-4,21,628,1,1,2000,1,1,TRUE
0,0,2,no,S,-2,21,664,1,1,2000,1,1,TRUE
0,0,3,no,S,-3,21,525,1,1,2000,1,1,TRUE
0,0,1,no,S,-1,21,492,1,1,2000,1,1,TRUE
3,3,0,no,S,3,21,525,1,1,2000,1,1,TRUE
2,2,0,no,S,2,21,560,1,1,2000,1,1,TRUE
1,1,4,no,S,-3,21,736,1,1,2000,1,1,TRUE
0,0,1,no,S,-1,21,524,1,1,2000,1,1,TRUE
0,0,3,no,S,-3,21,560,1,1,2000,1,1,TRUE
4,4,0,no,S,4,21,493,1,1,2000,1,1,TRUE
2,2,0,no,S,2,21,NA,1,1,2000,1,1,TRUE
0,0,3,no,S,-3,21,NA,1,1,2000,1,1,TRUE
1,1,0,no,S,1,21,975,1,1,2000,1,1,TRUE
0,0,1,no,S,-1,21,595,1,1,2000,1,1,TRUE
0,0,1,no,S,-1,21,524,1,1,2000,1,1,TRUE
5,5,0,no,S,5,21,803,1,1,2000,1,1,TRUE
4,4,0,no,S,4,21,700,1,1,2000,1,1,TRUE
2,2,0,no,S,2,21,840,1,1,2000,1,1,TRUE
0,0,5,no,S,-5,21,560,1,1,2000,1,1,TRUE
1,1,6,no,S,-5,21,804,1,1,2000,1,1,TRUE
0,0,2,no,S,-2,21,524,1,1,2000,1,1,TRUE
3,3,0,no,S,3,21,561,1,1,2000,1,1,TRUE
1,1,0,no,S,1,21,456,1,1,2000,1,1,TRUE
0,0,5,no,S,-5,21,664,1,1,2000,1,1,TRUE
6,6,3,no,S,3,21,525,1,1,2000,1,1,TRUE
0,0,2,no,S,-2,21,735,1,1,2000,1,1,TRUE
4,4,0,no,S,4,21,493,1,1,2000,1,1,TRUE
3,3,0,no,S,3,21,768,1,1,2000,1,1,TRUE
1,1,0,no,S,1,21,455,1,1,2000,1,1,TRUE
5,5,0,no,S,5,21,628,1,1,2000,1,1,TRUE
2,2,1,no,S,1,21,597,1,1,2000,1,1,TRUE
3,3,2,no,S,1,21,767,1,1,2000,1,1,TRUE
1,1,0,no,S,1,21,524,1,1,2000,1,1,TRUE
0,0,2,no,S,-2,21,664,1,1,2000,1,1,TRUE
2,2,0,no,S,2,21,559,1,1,2000,1,1,TRUE
0,0,1,no,S,-1,21,456,1,1,2000,1,1,TRUE
0,0,4,no,S,-4,21,628,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,628,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,NA,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,492,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,700,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,561,1,1,2000,1,1,TRUE
3,3,3,yes,S,0,21,525,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,492,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,524,1,1,2000,1,1,TRUE
2,2,2,yes,S,0,21,492,1,1,2000,1,1,TRUE
4,4,4,yes,S,0,21,596,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,560,1,1,2000,1,1,TRUE
2,2,2,yes,S,0,21,628,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,664,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,524,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,840,1,1,2000,1,1,TRUE
3,3,3,yes,S,0,21,523,1,1,2000,1,1,TRUE
5,5,5,yes,S,0,21,491,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,383,1,1,2000,1,1,TRUE
4,4,4,yes,S,0,21,977,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,492,1,1,2000,1,1,TRUE
2,2,2,yes,S,0,21,597,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,560,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,664,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,596,1,1,2000,1,1,TRUE
5,5,5,yes,S,0,21,456,1,1,2000,1,1,TRUE
3,3,3,yes,S,0,21,629,1,1,2000,1,1,TRUE
2,2,2,yes,S,0,21,596,1,1,2000,1,1,TRUE
6,6,6,yes,S,0,21,559,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,523,1,1,2000,1,1,TRUE
4,4,4,yes,S,0,21,456,1,1,2000,1,1,TRUE
2,2,2,yes,S,0,21,700,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,525,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,664,1,1,2000,1,1,TRUE
3,3,3,yes,S,0,21,524,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,456,1,1,2000,1,1,TRUE
1,1,1,yes,S,0,21,523,1,1,2000,1,1,TRUE
0,0,0,yes,S,0,21,595,1,1,2000,1,1,TRUE
12,12,8,no,A,4,22,700,0.666666667,0,1700,1,2,TRUE
10,10,14,no,A,-4,22,559,0.666666667,0,1700,1,2,TRUE
9,9,12,no,A,-3,22,803,0.666666667,0,1700,1,2,TRUE
9,9,10,no,A,-1,22,628,0.666666667,0,1700,1,2,TRUE
10,10,11,no,A,-1,22,665,0.666666667,0,1700,1,2,TRUE
10,10,12,no,A,-2,22,701,0.666666667,0,1700,1,2,TRUE
11,11,10,no,A,1,22,701,0.666666667,0,1700,1,2,TRUE
12,12,9,no,A,3,22,628,0.666666667,0,1700,1,2,TRUE
14,14,13,no,A,1,22,735,0.666666667,0,1700,1,2,TRUE
11,11,13,no,A,-2,22,737,0.666666667,0,1700,1,2,TRUE
8,8,9,no,A,-1,22,699,0.666666667,0,1700,1,2,TRUE
9,9,11,no,A,-2,22,841,0.666666667,0,1700,1,2,TRUE
11,11,13,no,A,-2,22,908,0.666666667,0,1700,1,2,TRUE
11,11,9,no,A,2,22,840,0.666666667,0,1700,1,2,TRUE
10,10,12,no,A,-2,22,767,0.666666667,0,1700,1,2,TRUE
11,11,12,no,A,-1,22,699,0.666666667,0,1700,1,2,TRUE
9,9,12,no,A,-3,22,NA,0.666666667,0,1700,1,2,TRUE
12,12,10,no,A,2,22,768,0.666666667,0,1700,1,2,TRUE
13,13,9,no,A,4,22,700,0.666666667,0,1700,1,2,TRUE
10,10,11,no,A,-1,22,840,0.666666667,0,1700,1,2,TRUE
11,11,9,no,A,2,22,NA,0.666666667,0,1700,1,2,TRUE
12,12,10,no,A,2,22,976,0.666666667,0,1700,1,2,TRUE
8,8,13,no,A,-5,22,700,0.666666667,0,1700,1,2,TRUE
9,9,10,no,A,-1,22,840,0.666666667,0,1700,1,2,TRUE
10,10,12,no,A,-2,22,701,0.666666667,0,1700,1,2,TRUE
12,12,11,no,A,1,22,NA,0.666666667,0,1700,1,2,TRUE
12,12,13,no,A,-1,22,700,0.666666667,0,1700,1,2,TRUE
9,9,14,no,A,-5,22,736,0.666666667,0,1700,1,2,TRUE
11,11,12,no,A,-1,22,767,0.666666667,0,1700,1,2,TRUE
12,12,11,no,A,1,22,943,0.666666667,0,1700,1,2,TRUE
13,13,12,no,A,1,22,840,0.666666667,0,1700,1,2,TRUE
13,13,10,no,A,3,22,664,0.666666667,0,1700,1,2,TRUE
12,12,13,no,A,-1,22,700,0.666666667,0,1700,1,2,TRUE
11,11,12,no,A,-1,22,767,0.666666667,0,1700,1,2,TRUE
12,12,8,no,A,4,22,804,0.666666667,0,1700,1,2,TRUE
14,14,11,no,A,3,22,945,0.666666667,0,1700,1,2,TRUE
13,13,9,no,A,4,22,595,0.666666667,0,1700,1,2,TRUE
12,12,11,no,A,1,22,700,0.666666667,0,1700,1,2,TRUE
13,13,12,no,A,1,22,700,0.666666667,0,1700,1,2,TRUE
13,13,11,no,A,2,22,736,0.666666667,0,1700,1,2,TRUE
8,8,8,yes,A,0,22,700,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
8,8,8,yes,A,0,22,736,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,943,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,768,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,699,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,805,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,805,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,737,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,871,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,767,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,735,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,628,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,944,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,628,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,736,0.666666667,0,1700,1,2,TRUE
14,14,14,yes,A,0,22,872,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,840,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,737,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,840,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,700,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,700,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,768,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,873,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,559,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,700,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,736,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
9,9,9,yes,A,0,22,804,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,804,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,736,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,805,0.666666667,0,1700,1,2,TRUE
12,12,12,yes,A,0,22,976,0.666666667,0,1700,1,2,TRUE
13,13,13,yes,A,0,22,804,0.666666667,0,1700,1,2,TRUE
10,10,10,yes,A,0,22,664,0.666666667,0,1700,1,2,TRUE
11,11,11,yes,A,0,22,769,0.666666667,0,1700,1,2,TRUE
14,14,14,yes,A,0,22,559,0.666666667,0,1700,1,2,TRUE
0,0,2,no,S,-2,22,737,0.666666667,0,1700,1,2,TRUE
0,0,5,no,S,-5,22,664,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,736,0.666666667,0,1700,1,2,TRUE
0,0,3,no,S,-3,22,736,0.666666667,0,1700,1,2,TRUE
0,0,4,no,S,-4,22,664,0.666666667,0,1700,1,2,TRUE
3,3,0,no,S,3,22,664,0.666666667,0,1700,1,2,TRUE
1,1,0,no,S,1,22,699,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,737,0.666666667,0,1700,1,2,TRUE
2,2,0,no,S,2,22,628,0.666666667,0,1700,1,2,TRUE
4,4,0,no,S,4,22,664,0.666666667,0,1700,1,2,TRUE
0,0,2,no,S,-2,22,700,0.666666667,0,1700,1,2,TRUE
2,2,0,no,S,2,22,628,0.666666667,0,1700,1,2,TRUE
1,1,0,no,S,1,22,700,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,735,0.666666667,0,1700,1,2,TRUE
0,0,2,no,S,-2,22,736,0.666666667,0,1700,1,2,TRUE
3,3,2,no,S,1,22,841,0.666666667,0,1700,1,2,TRUE
5,5,0,no,S,5,22,664,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,737,0.666666667,0,1700,1,2,TRUE
4,4,0,no,S,4,22,NA,0.666666667,0,1700,1,2,TRUE
1,1,0,no,S,1,22,664,0.666666667,0,1700,1,2,TRUE
2,2,0,no,S,2,22,700,0.666666667,0,1700,1,2,TRUE
1,1,6,no,S,-5,22,NA,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,699,0.666666667,0,1700,1,2,TRUE
0,0,4,no,S,-4,22,596,0.666666667,0,1700,1,2,TRUE
5,5,0,no,S,5,22,628,0.666666667,0,1700,1,2,TRUE
3,3,0,no,S,3,22,628,0.666666667,0,1700,1,2,TRUE
2,2,4,no,S,-2,22,595,0.666666667,0,1700,1,2,TRUE
6,6,3,no,S,3,22,737,0.666666667,0,1700,1,2,TRUE
0,0,1,no,S,-1,22,736,0.666666667,0,1700,1,2,TRUE
4,4,0,no,S,4,22,NA,0.666666667,0,1700,1,2,TRUE
2,2,0,no,S,2,22,596,0.666666667,0,1700,1,2,TRUE
1,1,0,no,S,1,22,561,0.666666667,0,1700,1,2,TRUE
0,0,2,no,S,-2,22,841,0.666666667,0,1700,1,2,TRUE
3,3,0,no,S,3,22,700,0.666666667,0,1700,1,2,TRUE
0,0,3,no,S,-3,22,NA,0.666666667,0,1700,1,2,TRUE
1,1,5,no,S,-4,22,700,0.666666667,0,1700,1,2,TRUE
0,0,3,no,S,-3,22,664,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,628,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,804,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,872,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,627,0.666666667,0,1700,1,2,TRUE
3,3,3,yes,S,0,22,597,0.666666667,0,1700,1,2,TRUE
2,2,2,yes,S,0,22,737,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,908,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,664,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,628,0.666666667,0,1700,1,2,TRUE
4,4,4,yes,S,0,22,596,0.666666667,0,1700,1,2,TRUE
2,2,2,yes,S,0,22,871,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,664,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,769,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,561,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,664,0.666666667,0,1700,1,2,TRUE
5,5,5,yes,S,0,22,NA,0.666666667,0,1700,1,2,TRUE
4,4,4,yes,S,0,22,628,0.666666667,0,1700,1,2,TRUE
2,2,2,yes,S,0,22,767,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,663,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,737,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,525,0.666666667,0,1700,1,2,TRUE
3,3,3,yes,S,0,22,839,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,736,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,596,0.666666667,0,1700,1,2,TRUE
6,6,6,yes,S,0,22,664,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,560,0.666666667,0,1700,1,2,TRUE
4,4,4,yes,S,0,22,596,0.666666667,0,1700,1,2,TRUE
3,3,3,yes,S,0,22,664,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,769,0.666666667,0,1700,1,2,TRUE
5,5,5,yes,S,0,22,736,0.666666667,0,1700,1,2,TRUE
2,2,2,yes,S,0,22,804,0.666666667,0,1700,1,2,TRUE
3,3,3,yes,S,0,22,595,0.666666667,0,1700,1,2,TRUE
1,1,1,yes,S,0,22,597,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,769,0.666666667,0,1700,1,2,TRUE
2,2,2,yes,S,0,22,736,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,524,0.666666667,0,1700,1,2,TRUE
0,0,0,yes,S,0,22,700,0.666666667,0,1700,1,2,TRUE
12,12,8,no,A,4,23,908,0.46875,0,1700,2,2,FALSE
10,10,14,no,A,-4,23,945,0.46875,0,1700,2,2,FALSE
9,9,12,no,A,-3,23,803,0.46875,0,1700,2,2,FALSE
9,9,10,no,A,-1,23,663,0.46875,0,1700,2,2,FALSE
10,10,11,no,A,-1,23,768,0.46875,0,1700,2,2,FALSE
10,10,12,no,A,-2,23,908,0.46875,0,1700,2,2,FALSE
11,11,10,no,A,1,23,803,0.46875,0,1700,2,2,FALSE
12,12,9,no,A,3,23,664,0.46875,0,1700,2,2,FALSE
14,14,13,no,A,1,23,769,0.46875,0,1700,2,2,FALSE
11,11,13,no,A,-2,23,735,0.46875,0,1700,2,2,FALSE
8,8,9,no,A,-1,23,1048,0.46875,0,1700,2,2,FALSE
9,9,11,no,A,-2,23,737,0.46875,0,1700,2,2,FALSE
